"","Plot","TagID","Transplant","Year_t","Height_t","Width_t","Perp_t","NS_t","Goodbuds_t","TotFlowerbuds_t","ABFlowerbuds_t","Antcount_t","Antsp_t","X1","Recruit","Newplant","Survival_t1","Height_t1","Width_t1","Perp_t1","NS_t1","Goodbuds_t1","TotFlowerbuds_t1","ABFlowerbuds_t1","Antcount_t1","Antsp_t1","NP_adult","NP_juv","CV","WVL","Damage","MA","comments","X","logsize_t","logsize_t1","ant_t","ant_t1","flower1_YN","occ_t","occ_t1"
"308","T2","AD29",0,2006,102,89,39,4,0,4,4,0,"vacant",2007,0,0,1,109,99,31,4,7,7,0,NA,"",NA,NA,NA,NA,NA,NA,"","",11.602562216065,11.6999456580818,"vacant","vacant",TRUE,"vac","vac"
"309","T2","AD3",0,2006,108,42,37,0,0,0,0,0,"vacant",2007,0,0,1,112,48,38,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",10.6945558069998,10.9007223387436,"vacant","vacant",FALSE,"vac","vac"
"310","T2","AD30",0,2006,113,74,41,11,2,5,3,0,"vacant",2007,0,0,1,111,67,42,5,10,10,0,NA,"",NA,NA,NA,NA,NA,NA,"","",11.4907809503803,11.3657548407121,"vacant","vacant",TRUE,"vac","vac"
"311","T2","AD4",0,2006,185,100,68,21,15,17,2,3,"crem",2007,0,0,1,187,122,70,17,30,31,1,NA,"",NA,NA,NA,NA,NA,NA,"","",12.7418126588264,13.0196282358517,"crem","vacant",TRUE,"occ","vac"
"312","T2","AD6",0,2006,83,52,58,10,3,5,2,61,"liom",2007,0,0,1,89,55,54,4,9,10,1,NA,"",NA,NA,NA,NA,NA,NA,"","",11.0933302143229,11.1448610091319,"liom","vacant",TRUE,"occ","vac"
"313","T2","AD7",0,2006,173,87,59,6,1,8,7,25,"liom",2007,0,0,1,165,100,59,14,23,24,1,NA,"",NA,NA,NA,NA,NA,NA,"","",12.394033712856,12.5172827532826,"liom","vacant",TRUE,"occ","vac"
"314","T2","AD9",0,2006,73,71,48,6,6,8,2,78,"liom",2007,0,0,1,84,47,65,0,12,12,0,NA,"",NA,NA,NA,NA,NA,NA,"","",11.122235302313,11.141343416375,"liom","vacant",TRUE,"occ","vac"
"315","T2","LJ10",0,2006,66,33,18,3,0,0,0,0,"vacant",2007,0,0,1,80,35,24,5,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",9.32683488241659,9.81063039742683,"vacant","vacant",FALSE,"vac","vac"
"316","T2","LJ11",0,2006,74,24,17,0,0,0,0,2,"crem",2007,0,0,1,71,24,22,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",9.0047381015543,9.19349154496101,"crem","vacant",FALSE,"occ","vac"
"317","T2","LJ12",0,2006,62,50,29,4,0,0,0,22,"crem",2007,0,0,1,71,43,30,1,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",10.1395589649206,10.1171276342796,"crem","vacant",FALSE,"occ","vac"
"318","T2","LJ14",0,2006,50,45,44,2,0,0,0,0,"vacant",2007,0,0,1,55,46,31,1,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",10.1628246198339,9.96847290388135,"vacant","vacant",FALSE,"vac","vac"
"319","T2","LJ17",0,2006,72,62,40,0,0,0,0,5,"liom",2007,0,0,1,75,57,38,9,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",10.8001406205261,10.6987707716789,"liom","vacant",FALSE,"occ","vac"
"320","T2","LJ2",0,2006,46,55,36,1,0,0,0,33,"liom",2007,0,0,1,60,52,35,4,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",10.1238892844643,10.2996896744728,"liom","vacant",FALSE,"occ","vac"
"321","T2","LJ5",0,2006,72,46,36,3,16,16,0,82,"liom",2007,0,0,1,72,68,50,3,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",10.3636334884861,11.0915642428889,"liom","vacant",FALSE,"occ","vac"
"322","T2","LJ6",0,2006,73,59,52,0,0,1,1,25,"crem",2007,0,0,1,76,59,52,12,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",10.9830487187146,11.0233226178525,"crem","vacant",FALSE,"occ","vac"
"323","T2","LJ7",0,2006,131,77,68,3,2,9,7,24,"liom",2007,0,0,1,133,70,78,7,6,10,4,NA,"",NA,NA,NA,NA,NA,NA,"","",12.1021936829838,12.1583025506915,"liom","vacant",TRUE,"occ","vac"
"324","T2","LJ9",0,2006,61,48,28,7,1,1,0,13,"liom",2007,0,0,1,60,36,24,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",10.0458694196875,9.55656256160781,"liom","vacant",FALSE,"occ","vac"
"325","T2","SJ1",0,2006,15,20,5,0,0,0,0,2,"liom",2007,0,0,1,15,17,3,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",6.41933072578012,5.9730436231517,"liom","vacant",FALSE,"occ","vac"
"326","T2","SJ10",0,2006,18,8,6,1,0,0,0,2,"crem",2007,0,0,1,21,9,9,1,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",5.44201529206819,6.09879482845726,"crem","vacant",FALSE,"occ","vac"
"327","T2","SJ12",0,2006,33,16,15,1,0,0,0,0,"vacant",2007,0,0,1,39,22,13,1,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",7.63801084537828,8.04778664404998,"vacant","vacant",FALSE,"vac","vac"
"328","T2","SJ13",0,2006,24,19,15,0,0,0,0,1,"crem",2007,0,0,1,19,21,11,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",7.50430375452178,7.1494396597074,"crem","vacant",FALSE,"occ","vac"
"329","T2","SJ14",0,2006,29,16,5,0,0,0,0,0,"vacant",2007,0,0,1,35,21,9,1,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",6.72986958037483,7.63127169975523,"vacant","vacant",FALSE,"vac","vac"
"330","T2","SJ16",0,2006,33,24,23,2,0,0,0,2,"crem",2007,0,0,1,32,30,14,6,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",8.47033163982811,8.30764404557776,"crem","vacant",FALSE,"occ","vac"
"331","T2","SJ17",0,2006,20,13,8,0,0,0,0,0,"vacant",2007,0,0,1,23,16,10,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",6.35830602394235,6.92521616691362,"vacant","vacant",FALSE,"vac","vac"
"332","T2","SJ2",0,2006,26,13,6,4,0,0,0,20,"liom",2007,0,0,1,32,16,10,1,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",6.42050337129587,7.2554578537842,"liom","vacant",FALSE,"occ","vac"
"333","T2","SJ9",0,2006,31,24,14,0,0,0,0,0,"vacant",2007,0,0,1,26,21,10,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",7.98268839887943,7.39959982193328,"vacant","vacant",FALSE,"vac","vac"
"334","T3","AD1",0,2006,104,69,34,4,2,3,1,43,"liom",2007,0,0,1,104,70,25,2,2,2,0,NA,"",NA,NA,NA,NA,NA,NA,"","",11.1873777505422,11.025673557284,"liom","vacant",TRUE,"occ","vac"
"335","T3","AD10",0,2006,108,99,84,13,15,15,0,61,"liom",2007,0,0,1,108,83,65,10,10,10,0,NA,"",NA,NA,NA,NA,NA,NA,"","",12.3746324077486,11.950084649594,"liom","vacant",TRUE,"occ","vac"
"336","T3","AD12",0,2006,100,95,64,11,6,6,0,78,"liom",2007,0,0,1,98,107,77,1,1,1,0,NA,"",NA,NA,NA,NA,NA,NA,"","",12.0165074653701,12.2883678688301,"liom","vacant",TRUE,"occ","vac"
"337","T3","AD13",0,2006,88,69,52,7,5,11,6,37,"liom",2007,0,0,1,86,73,49,5,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",11.3424467806132,11.3359182606615,"liom","vacant",FALSE,"occ","vac"
"338","T3","AD15",0,2006,85,64,51,9,0,0,0,46,"liom",2007,0,0,1,77,79,53,5,3,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",11.2060443881583,11.3829381419679,"liom","vacant",TRUE,"occ","vac"
"339","T3","AD17",0,2006,102,96,52,3,16,17,1,66,"liom",2007,0,0,1,104,95,40,1,10,10,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",11.892926235754,11.7284693309597,"liom","vacant",TRUE,"occ","vac"
"340","T3","AD18",0,2006,144,85,66,6,5,5,0,29,"liom",2007,0,0,1,137,107,51,1,4,8,4,NA,"",NA,NA,NA,NA,NA,NA,"","",12.2779018481474,12.3186998668236,"liom","vacant",TRUE,"occ","vac"
"341","T3","AD19",0,2006,91,60,43,2,6,8,2,49,"liom",2007,0,0,1,89,67,39,7,2,2,0,NA,"",NA,NA,NA,NA,NA,NA,"","",11.0538463579176,11.0890434328978,"liom","vacant",TRUE,"occ","vac"
"342","T3","AD20",0,2006,100,49,43,3,5,6,1,12,"liom",2007,0,0,1,103,55,40,2,7,7,0,NA,"",NA,NA,NA,NA,NA,NA,"","",10.9222762150277,11.0160116463722,"liom","vacant",TRUE,"occ","vac"
"343","T3","AD21",0,2006,78,63,60,4,0,0,0,36,"liom",2007,0,0,1,74,65,53,0,4,4,0,NA,"",NA,NA,NA,NA,NA,NA,"","",11.2546064123759,11.118963217077,"liom","vacant",TRUE,"occ","vac"
"344","T3","AD22",0,2006,98,36,30,2,1,1,0,15,"crem",2007,0,0,1,94,41,31,3,8,8,0,NA,"",NA,NA,NA,NA,NA,NA,"","",10.2378058376649,10.3701558952436,"crem","vacant",TRUE,"occ","vac"
"345","T3","AD24",0,2006,116,100,61,16,17,17,0,82,"liom",2007,0,0,1,115,116,45,7,20,20,0,NA,"",NA,NA,NA,NA,NA,NA,"","",12.1899277960168,12.1812697332737,"liom","vacant",TRUE,"occ","vac"
"346","T3","AD25",0,2006,79,63,47,8,2,2,0,54,"liom",2007,0,0,1,85,72,58,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",11.0439374589934,11.451249032343,"liom","vacant",FALSE,"occ","vac"
"347","T3","AD28",0,2006,100,57,46,4,2,5,3,45,"liom",2007,0,0,1,98,62,34,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",11.1481570373889,10.9871927365478,"liom","vacant",FALSE,"occ","vac"
"348","T3","AD3",0,2006,105,98,91,10,60,61,1,65,"liom",2007,0,0,1,103,91,80,12,15,16,1,NA,"",NA,NA,NA,NA,NA,NA,"","",12.4109832552183,12.1915849761765,"liom","vacant",TRUE,"occ","vac"
"349","T3","AD30",0,2006,93,49,37,4,1,1,0,50,"liom",2007,0,0,1,99,51,46,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",10.7148229606018,11.0180706820829,"liom","vacant",FALSE,"occ","vac"
"350","T3","AD5",0,2006,88,105,95,8,6,6,0,63,"liom",2007,0,0,1,94,96,71,3,2,2,0,NA,"",NA,NA,NA,NA,NA,NA,"","",12.3475004225158,12.052811282045,"liom","vacant",TRUE,"occ","vac"
"351","T3","AD6",0,2006,99,65,38,3,13,16,3,85,"liom",2007,0,0,1,100,65,47,2,13,13,0,NA,"",NA,NA,NA,NA,NA,NA,"","",11.1381067015354,11.3156968035198,"liom","vacant",TRUE,"occ","vac"
"352","T3","AD7",0,2006,135,82,63,17,7,8,1,55,"liom",2007,0,0,1,137,85,49,3,11,12,1,NA,"",NA,NA,NA,NA,NA,NA,"","",12.1322711382211,11.9891894006715,"liom","vacant",TRUE,"occ","vac"
"353","T3","AD8",0,2006,121,76,64,11,12,14,2,71,"liom",2007,0,0,1,119,96,53,0,1,1,0,NA,"",NA,NA,NA,NA,NA,NA,"","",11.9526042657569,12.060544979944,"liom","vacant",TRUE,"occ","vac"
"354","T3","LJ13",0,2006,52,26,21,0,0,0,0,2,"liom",2007,0,0,1,50,27,17,2,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",8.92506779694305,8.75393114820618,"liom","vacant",FALSE,"occ","vac"
"355","T3","LJ14",0,2006,69,51,37,1,0,0,0,1,"liom",2007,0,0,1,62,49,44,2,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",10.4623090084952,10.4658622462931,"liom","vacant",FALSE,"occ","vac"
"356","T3","LJ17",0,2006,71,51,29,6,0,0,0,30,"liom",2007,0,0,1,57,50,38,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",10.3002620213306,10.2712537717325,"liom","vacant",FALSE,"occ","vac"
"357","T3","LJ18",0,2006,93,67,32,14,0,0,0,31,"liom",2007,0,0,1,92,68,39,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",10.9963680683639,11.1409751209144,"liom","vacant",FALSE,"occ","vac"
"358","T3","LJ19",0,2006,73,49,28,3,0,0,0,8,"liom",2007,0,0,1,67,48,33,4,3,3,0,NA,"",NA,NA,NA,NA,NA,NA,"","",10.2515991597973,10.2671198036774,"liom","vacant",TRUE,"occ","vac"
"359","T3","LJ2",0,2006,67,62,51,2,0,0,0,10,"liom",2007,0,0,1,68,66,47,5,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",10.9329971317572,10.9478122175423,"liom","vacant",FALSE,"occ","vac"
"360","T3","LJ20",0,2006,49,35,19,0,0,0,0,0,"vacant",2007,0,0,1,42,31,18,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",9.14331726618068,8.79483908944613,"vacant","vacant",FALSE,"vac","vac"
"361","T3","LJ4",0,2006,90,68,65,16,3,3,0,59,"liom",2007,0,0,1,83,80,61,7,9,9,0,NA,"",NA,NA,NA,NA,NA,NA,"","",11.5540368017153,11.5898892634944,"liom","vacant",TRUE,"occ","vac"
"362","T3","LJ6",0,2006,65,39,30,7,0,0,0,4,"liom",2007,0,0,1,54,49,37,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",9.91612915403167,10.1712075140128,"liom","vacant",FALSE,"occ","vac"
"363","T3","LJ8",0,2006,48,29,28,4,0,0,0,6,"liom",2007,0,0,1,53,27,31,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",9.2308324215185,9.36470680958647,"liom","vacant",FALSE,"occ","vac"
"364","T3","SJ10",0,2006,31,19,9,0,0,0,0,0,"vacant",2007,0,0,1,28,19,13,1,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",7.37192509977706,7.53720519071617,"vacant","vacant",FALSE,"vac","vac"
"365","T3","SJ11",0,2006,20,21,8,2,0,0,0,0,"vacant",2007,0,0,1,25,27,22,3,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",7.00385280846845,8.27604529603096,"vacant","vacant",FALSE,"vac","vac"
"366","T3","SJ12",0,2006,39,24,12,1,0,0,0,3,"liom",2007,0,0,1,41,26,18,1,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",8.10412839798338,8.55548020948234,"liom","vacant",FALSE,"occ","vac"
"367","T3","SJ13",0,2006,26,16,9,0,0,0,0,0,"vacant",2007,0,0,1,22,9,8,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",6.96937706269939,6.03099801641226,"vacant","vacant",FALSE,"vac","vac"
"368","T3","SJ14",0,2006,22,31,11,0,0,0,0,0,"vacant",2007,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",7.83991056486656,NA,"vacant",NA,NA,"vac",NA
"369","T3","SJ15",0,2006,33,23,22,0,0,0,0,0,"vacant",2007,0,0,1,36,24,19,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",8.38336141594863,8.37944804478474,"vacant","vacant",FALSE,"vac","vac"
"370","T3","SJ19",0,2006,25,11,5,0,0,0,0,0,"vacant",2007,0,0,1,29,8,4,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",6.03758214428927,5.61063800450398,"vacant","vacant",FALSE,"vac","vac"
"371","T3","SJ5",0,2006,29,21,17,2,0,0,0,2,"liom",2007,0,0,1,32,22,17,0,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",7.91599702438075,8.06638807000053,"liom","vacant",FALSE,"occ","vac"
"372","T3","SJ9",0,2006,33,23,9,0,0,0,0,1,"liom",2007,0,0,1,32,21,12,1,0,0,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",7.70150824200744,7.7322799006742,"liom","vacant",FALSE,"occ","vac"
"373","T1","AD10",0,2007,113,77,47,8,9,9,0,NA,"",2008,0,0,1,112,56,40,3,0,0,NA,3,"crem",NA,NA,NA,NA,NA,NA,"","",11.6414798248639,11.1207241291723,NA,"crem",FALSE,NA,"occ"
"374","T1","AD11",0,2007,94,49,40,4,3,3,0,NA,"",2008,0,0,1,105,39,34,4,0,0,NA,3,"dropoff",NA,NA,NA,NA,NA,NA,"","",10.7940963966758,10.5084081073958,NA,"other",FALSE,NA,"occ"
"375","T1","AD14",0,2007,103,102,64,2,3,3,0,NA,"",2008,0,0,1,107,94,38,0,0,0,NA,6,"liom",NA,NA,NA,NA,NA,NA,"","",12.1322334398842,11.7119615545762,NA,"liom",FALSE,NA,"occ"
"376","T1","AD15",0,2007,111,52,30,0,5,5,0,NA,"",2008,0,0,1,104,57,35,0,3,3,NA,25,"liom",NA,NA,NA,NA,NA,NA,"","",10.7964975707823,10.961496928181,NA,"liom",TRUE,NA,"occ"
"377","T1","AD16",0,2007,62,78,27,5,2,2,0,NA,"",2008,0,0,1,67,77,21,2,7,7,NA,32,"liom",NA,NA,NA,NA,NA,NA,"","",10.7085839603016,10.6481564516736,NA,"liom",TRUE,NA,"occ"
"378","T1","AD17",0,2007,98,65,42,12,29,31,2,NA,"",2008,0,0,1,103,71,58,15,13,13,NA,49,"liom",NA,NA,NA,NA,NA,NA,"","",11.2041540225359,11.6278826718945,NA,"liom",TRUE,NA,"occ"
"379","T1","AD18",0,2007,109,64,34,4,3,5,2,NA,"",2008,0,0,1,100,67,54,11,0,0,NA,51,"liom",NA,NA,NA,NA,NA,NA,"","",11.1348117145118,11.4702801521231,NA,"liom",FALSE,NA,"occ"
"380","T1","AD19",0,2007,112,69,46,1,8,10,2,NA,"",2008,0,0,1,91,61,47,0,0,0,NA,2,"liom",NA,NA,NA,NA,NA,NA,"","",11.4818920029631,11.1486508357068,NA,"liom",FALSE,NA,"occ"
"381","T1","AD20",0,2007,119,86,50,12,4,4,0,NA,"",2008,0,0,1,123,58,37,4,3,3,NA,66,"liom",NA,NA,NA,NA,NA,NA,"","",11.8779621395251,11.193467013515,NA,"liom",TRUE,NA,"occ"
"382","T1","AD21",0,2007,89,127,56,10,9,10,1,NA,"",2008,0,0,1,86,115,44,5,2,2,NA,48,"liom",NA,NA,NA,NA,NA,NA,"","",12.1811375503565,11.8656845756355,NA,"liom",TRUE,NA,"occ"
"383","T1","AD22",0,2007,90,50,40,2,0,1,1,NA,"",2008,0,0,1,88,41,32,0,0,0,NA,8,"liom",NA,NA,NA,NA,NA,NA,"","",10.7729578859323,10.3317845717165,NA,"liom",FALSE,NA,"occ"
"384","T1","AD23",0,2007,89,105,82,2,15,15,0,NA,"",2008,0,0,1,89,113,67,6,0,0,NA,20,"liom",NA,NA,NA,NA,NA,NA,"","",12.2243824783828,12.1480789464541,NA,"liom",FALSE,NA,"occ"
"385","T1","AD27",0,2007,124,59,52,10,11,11,0,NA,"",2008,0,0,1,139,49,45,3,13,13,NA,10,"crem",NA,NA,NA,NA,NA,NA,"","",11.5128708431712,11.2945923726122,NA,"crem",TRUE,NA,"occ"
"386","T1","AD28",0,2007,107,77,46,7,8,8,0,NA,"",2008,0,0,1,107,76,44,0,0,0,NA,1,"crem",NA,NA,NA,NA,NA,NA,"","",11.5707264201483,11.5213411949675,NA,"crem",FALSE,NA,"occ"
"387","T1","AD29",0,2007,147,143,54,9,19,19,0,NA,"",2008,0,0,1,131,128,58,0,2,2,NA,2,"unk",NA,NA,NA,NA,NA,NA,"","",12.8303689191962,12.6002195455691,NA,"other",TRUE,NA,"occ"
"388","T1","AD3",0,2007,98,65,56,8,13,14,1,NA,"",2008,0,0,1,93,53,42,0,0,0,NA,2,"liom",NA,NA,NA,NA,NA,NA,"","",11.4500774448056,10.9138821512958,NA,"liom",FALSE,NA,"occ"
"389","T1","AD4",0,2007,111,106,36,10,20,20,0,NA,"",2008,0,0,1,113,100,32,0,2,2,NA,22,"liom",NA,NA,NA,NA,NA,NA,"","",11.8947131914564,11.7665205388266,NA,"liom",TRUE,NA,"occ"
"390","T1","AD6",0,2007,68,117,75,9,5,5,0,NA,"",2008,0,0,1,78,88,72,2,0,0,NA,29,"liom",NA,NA,NA,NA,NA,NA,"","",12.0080273241732,11.7805853320988,NA,"liom",FALSE,NA,"occ"
"391","T1","AD8",0,2007,179,98,66,6,26,26,0,NA,"",2008,0,0,1,168,73,40,1,1,1,NA,43,"liom",NA,NA,NA,NA,NA,NA,"","",12.6606475364307,11.8522684917694,NA,"liom",TRUE,NA,"occ"
"392","T1","AD9",0,2007,94,63,51,3,9,9,0,NA,"",2008,0,0,1,91,60,35,3,4,4,NA,13,"crem",NA,NA,NA,NA,NA,NA,"","",11.2892205540005,10.8921421646594,NA,"crem",TRUE,NA,"occ"
"393","T1","LJ11",0,2007,61,40,32,5,0,0,0,NA,"",2008,0,0,1,57,31,21,0,0,0,NA,2,"crem",NA,NA,NA,NA,NA,NA,"","",9.93773497714693,9.21906757993891,NA,"crem",FALSE,NA,"occ"
"394","T1","LJ12",0,2007,83,65,29,5,0,0,0,NA,"",2008,0,0,1,92,0,30,15,2,2,NA,22,"crem",NA,NA,NA,NA,NA,NA,"","",10.7789590472781,8.59771221531486,NA,"crem",TRUE,NA,"occ"
"395","T1","LJ13",0,2007,73,43,30,3,0,0,0,NA,"",2008,0,0,1,83,32,31,9,0,0,NA,37,"liom",NA,NA,NA,NA,NA,NA,"","",10.1449071983867,9.97863893552117,NA,"liom",FALSE,NA,"occ"
"396","T1","LJ14",0,2007,63,34,30,10,0,0,0,NA,"",2008,0,0,1,61,32,24,1,0,0,NA,11,"crem",NA,NA,NA,NA,NA,NA,"","",9.73442976805238,9.43510612058512,NA,"crem",FALSE,NA,"occ"
"397","T1","LJ15",0,2007,NA,NA,NA,NA,NA,NA,NA,NA,"",2008,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"398","T1","LJ16",0,2007,86,76,59,3,3,3,0,NA,"",2008,0,0,1,85,76,60,7,1,1,NA,24,"crem",NA,NA,NA,NA,NA,NA,"","",11.5384257280719,11.5414899029039,NA,"crem",TRUE,NA,"occ"
"399","T1","LJ17",0,2007,49,37,24,0,0,0,0,NA,"",2008,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",9.38709690139876,NA,NA,NA,NA,NA,NA
"400","T1","LJ3",0,2007,50,42,33,2,0,0,0,NA,"",2008,0,0,1,47,44,36,6,0,0,NA,23,"liom",NA,NA,NA,NA,NA,NA,"","",9.82052810744228,9.88772974599933,NA,"liom",FALSE,NA,"occ"
"401","T1","LJ8",0,2007,47,29,29,0,0,0,0,NA,"",2008,0,0,1,50,33,26,2,0,0,NA,3,"liom",NA,NA,NA,NA,NA,NA,"","",9.24456249774441,9.34062676818109,NA,"liom",FALSE,NA,"occ"
"402","T1","LJ9",0,2007,100,50,41,9,0,0,0,NA,"",2008,0,0,1,105,39,37,1,1,1,NA,0,"vacant",NA,NA,NA,NA,NA,NA,"","",10.9004180739633,10.5889559056717,NA,"vacant",TRUE,NA,"vac"
"403","T1","SJ11",0,2007,41,19,12,3,0,0,0,NA,"",2008,0,0,1,37,18,17,3,0,0,NA,8,"liom",NA,NA,NA,NA,NA,NA,"","",7.85507535061611,7.99514291056456,NA,"liom",FALSE,NA,"occ"
"404","T1","SJ13",0,2007,34,22,22,3,0,0,0,NA,"",2008,0,0,1,43,23,20,0,0,0,NA,0,"vacant",NA,NA,NA,NA,NA,NA,"","",8.36826866739419,8.5571292220222,NA,"vacant",FALSE,NA,"vac"
"405","T1","SJ17",0,2007,8,2,2,1,0,0,0,NA,"",2008,0,0,1,10,6,2,0,0,0,NA,0,"vacant",NA,NA,NA,NA,NA,NA,"","",2.12555913886113,3.73499705129523,NA,"vacant",FALSE,NA,"vac"
"406","T1","SJ2",0,2007,63,25,16,4,0,0,0,NA,"",2008,0,0,1,60,46,23,7,0,0,NA,16,"crem",NA,NA,NA,NA,NA,NA,"","",8.84380773474166,9.83608644635813,NA,"crem",FALSE,NA,"occ"
"407","T1","SJ20",0,2007,22,4,2,0,0,0,0,NA,"",2008,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",3.94809026675593,NA,NA,NA,NA,NA,NA
"408","T1","SJ3",0,2007,40,42,23,7,0,0,0,NA,"",2008,0,0,1,44,43,25,0,0,0,NA,1,"liom",NA,NA,NA,NA,NA,NA,"","",9.31118286884672,9.49673391921198,NA,"liom",FALSE,NA,"occ"
"409","T1","SJ4",0,2007,58,42,40,3,0,0,0,NA,"",2008,0,0,1,65,35,32,4,0,0,NA,15,"liom",NA,NA,NA,NA,NA,NA,"","",10.1474103800164,9.85730138361908,NA,"liom",FALSE,NA,"occ"
"410","T1","SJ5",0,2007,36,20,16,2,0,0,0,NA,"",2008,0,0,1,43,21,16,2,0,0,NA,30,"crem",NA,NA,NA,NA,NA,NA,"","",8.02408569030984,8.25656481592352,NA,"crem",FALSE,NA,"occ"
"411","T1","SJ7",0,2007,50,32,27,4,0,0,0,NA,"",2008,0,0,1,34,38,22,0,0,0,NA,0,"vacant",NA,NA,NA,NA,NA,NA,"","",9.34062676818109,8.98857852400187,NA,"vacant",FALSE,NA,"vac"
"412","T1","SJ9",0,2007,15,10,5,0,0,0,0,NA,"",2008,0,0,1,18,6,3,0,0,0,NA,3,"liom",NA,NA,NA,NA,NA,NA,"","",5.39767947824814,4.55834978751011,NA,"liom",FALSE,NA,"occ"
"413","T2","AD1",0,2007,135,88,58,8,54,60,6,NA,"",2008,0,0,1,134,88,63,0,0,0,NA,47,"liom",NA,NA,NA,NA,NA,NA,"","",12.1460168967966,12.2059283485223,NA,"liom",FALSE,NA,"occ"
"414","T2","AD11",0,2007,73,65,40,10,1,1,0,NA,"",2008,0,0,1,81,68,31,0,0,0,NA,3,"dropoff",NA,NA,NA,NA,NA,NA,"","",10.8719090164049,10.8582177298831,NA,"other",FALSE,NA,"occ"
"415","T2","AD12",0,2007,151,129,62,10,14,14,0,NA,"",2008,0,0,1,151,114,43,0,4,4,NA,46,"crem",NA,NA,NA,NA,NA,NA,"","",12.7953555678497,12.403300322453,NA,"crem",TRUE,NA,"occ"
"416","T2","AD14",0,2007,100,106,52,13,31,31,0,NA,"",2008,0,0,1,101,102,37,0,0,0,NA,0,"vacant",NA,NA,NA,NA,NA,NA,"","",12.0038891269835,11.7575972580442,NA,"vacant",FALSE,NA,"vac"
"417","T2","AD15",0,2007,122,83,53,1,5,5,0,NA,"",2008,0,0,1,120,85,36,0,0,0,NA,2,"liom",NA,NA,NA,NA,NA,NA,"","",11.9028596911469,11.652601708917,NA,"liom",FALSE,NA,"occ"
"418","T2","AD16",0,2007,77,75,53,11,5,5,0,NA,"",2008,0,0,1,51,51,37,0,0,0,NA,10,"liom",NA,NA,NA,NA,NA,NA,"","",11.3213948246344,10.1600281366222,NA,"liom",FALSE,NA,"occ"
"419","T2","AD17",0,2007,86,54,48,1,6,6,0,NA,"",2008,0,0,1,87,60,54,0,0,0,NA,4,"liom",NA,NA,NA,NA,NA,NA,"","",10.9778217977636,11.2118338903851,NA,"liom",FALSE,NA,"occ"
